Sample Number (10000 samples per second),HR (mV)
4669,648.0
4670,648.0
4671,648.0
4672,648.0
4673,648.0
4674,648.0
4675,648.0
4676,648.0
4677,648.0
4678,648.0
4679,648.0
4680,648.0
4681,648.0
4682,648.0
4683,648.0
4684,648.0
4685,648.0
4686,648.0
4687,648.0
4688,648.0
4689,648.0
4690,648.0
4691,648.0
4692,648.0
4693,648.0
4694,648.0
4695,648.0
4696,648.0
4697,648.0
4698,648.0
4699,648.0
4700,648.0
4701,648.0
4702,648.0
4703,648.0
4704,648.0
4705,648.0
4706,648.0
4707,648.0
4708,648.0
4709,648.0
4710,648.0
4711,648.0
4712,648.0
4713,648.0
4714,648.0
4715,648.0
4716,648.0
4717,648.0
4718,648.0
4719,648.0
4720,648.0
4721,648.0
4722,648.0
4723,648.0
4724,648.0
4725,648.0
4726,648.0
4727,648.0
4728,648.0
4729,648.0
4730,648.0
4731,648.0
4732,648.0
4733,648.0
4734,648.0
4735,648.0
4736,648.0
4737,648.0
4738,648.0
4739,648.0
4740,648.0
4741,648.0
4742,648.0
4743,648.0
4744,648.0
4745,648.0
4746,648.0
4747,648.0
4748,648.0
4749,648.0
4750,648.0
4751,648.0
4752,648.0
4753,648.0
4754,648.0
4755,648.0
4756,648.0
4757,648.0
4758,648.0
4759,648.0
4760,648.0
4761,648.0
4762,648.0
4763,648.0
4764,648.0
4765,648.0
4766,648.0
4767,648.0
4768,648.0
4769,648.0
4770,648.0
4771,648.0
4772,648.0
4773,648.0
4774,648.0
4775,648.0
4776,648.0
4777,648.0
4778,648.0
4779,648.0
4780,648.0
4781,648.0
4782,648.0
4783,648.0
4784,648.0
4785,648.0
4786,648.0
4787,648.0
4788,648.0
4789,648.0
4790,648.0
4791,648.0
4792,648.0
4793,648.0
4794,648.0
4795,648.0
4796,648.0
4797,648.0
4798,648.0
4799,648.0
4800,648.0
4801,648.0
4802,648.0
4803,648.0
4804,648.0
4805,648.0
4806,648.0
4807,648.0
4808,648.0
4809,648.0
4810,648.0
4811,648.0
4812,648.0
4813,648.0
4814,648.0
4815,648.0
4816,648.0
4817,648.0
4818,648.0
4819,648.0
4820,648.0
4821,648.0
4822,648.0
4823,648.0
4824,648.0
4825,648.0
4826,648.0
4827,648.0
4828,648.0
4829,648.0
4830,648.0
4831,648.0
4832,648.0
4833,648.0
4834,648.0
4835,648.0
4836,648.0
4837,648.0
4838,648.0
4839,648.0
4840,648.0
4841,648.0
4842,648.0
4843,648.0
4844,648.0
4845,648.0
4846,648.0
4847,648.0
4848,648.0
4849,648.0
4850,648.0
4851,648.0
4852,648.0
4853,648.0
4854,648.0
4855,648.0
4856,648.0
4857,648.0
4858,648.0
4859,648.0
4860,648.0
4861,648.0
4862,648.0
4863,648.0
4864,648.0
4865,648.0
4866,648.0
4867,648.0
4868,648.0
4869,648.0
4870,648.0
4871,648.0
4872,648.0
4873,648.0
4874,648.0
4875,648.0
4876,648.0
4877,648.0
4878,648.0
4879,648.0
4880,648.0
4881,648.0
4882,648.0
4883,648.0
4884,648.0
4885,648.0
4886,648.0
4887,648.0
4888,648.0
4889,648.0
4890,648.0
4891,648.0
4892,648.0
4893,648.0
4894,648.0
4895,648.0
4896,648.0
4897,648.0
4898,648.0
4899,648.0
4900,648.0
4901,648.0
4902,648.0
4903,648.0
4904,648.0
4905,648.0
4906,648.0
4907,648.0
4908,648.0
4909,648.0
4910,648.0
4911,648.0
4912,648.0
4913,648.0
4914,648.0
4915,648.0
4916,648.0
4917,648.0
4918,648.0
4919,648.0
4920,648.0
4921,648.0
4922,648.0
4923,648.0
4924,648.0
4925,648.0
4926,648.0
4927,648.0
4928,648.0
4929,648.0
4930,648.0
4931,648.0
4932,648.0
4933,648.0
4934,648.0
4935,648.0
4936,648.0
4937,648.0
4938,648.0
4939,0.0
4940,0.0
4941,0.0
4942,648.0
4943,648.0
4944,640.0
4945,0.0
4946,645.0
4947,336.0
4948,646.0
4949,646.0
4950,647.0
4951,647.0
4952,648.0
4953,648.0
4954,648.0
4955,647.0
4956,647.0
4957,0.0
4958,645.0
4959,645.0
4960,0.0
4961,0.0
4962,646.0
4963,645.0
4964,645.0
4965,646.0
4966,646.0
4967,647.0
4968,648.0
4969,648.0
4970,648.0
4971,648.0
4972,648.0
4973,648.0
4974,648.0
4975,648.0
4976,648.0
4977,648.0
4978,648.0
4979,648.0
4980,648.0
4981,648.0
4982,648.0
4983,648.0
4984,648.0
4985,648.0
4986,648.0
4987,648.0
4988,648.0
4989,648.0
4990,648.0
4991,648.0
4992,648.0
4993,648.0
4994,648.0
4995,648.0
4996,648.0
4997,648.0
4998,648.0
4999,648.0
5000,648.0
5001,648.0
5002,648.0
5003,648.0
5004,648.0
5005,647.0
5006,646.0
5007,646.0
5008,647.0
5009,647.0
5010,648.0
5011,648.0
5012,648.0
5013,648.0
5014,648.0
5015,648.0
5016,648.0
5017,648.0
5018,648.0
5019,648.0
5020,648.0
5021,648.0
5022,648.0
5023,648.0
5024,648.0
5025,648.0
5026,641.0
5027,647.0
5028,638.0
5029,644.0
5030,696.0
5031,719.0
5032,705.0
5033,462.0
5034,435.0
5035,417.0
5036,393.0
5037,403.0
5038,461.0
5039,526.0
5040,522.0
5041,503.0
5042,554.0
5043,550.0
5044,551.0
5045,538.0
5046,532.0
5047,511.0
5048,500.0
5049,496.0
5050,490.0
5051,472.0
5052,457.0
5053,484.0
5054,482.0
5055,481.0
5056,475.0
5057,477.0
5058,467.0
5059,462.0
5060,456.0
5061,464.0
5062,480.0
5063,352.0
5064,355.0
5065,351.0
5066,344.0
5067,341.0
5068,340.0
5069,339.0
5070,338.0
5071,338.0
5072,335.0
5073,334.0
5074,332.0
5075,332.0
5076,332.0
5077,337.0
5078,347.0
5079,357.0
5080,373.0
5081,384.0
5082,382.0
5083,372.0
5084,358.0
5085,348.0
5086,341.0
5087,339.0
5088,339.0
5089,340.0
5090,339.0
5091,322.0
5092,292.0
5093,281.0
5094,265.0
5095,241.0
5096,231.0
5097,252.0
5098,283.0
5099,307.0
5100,325.0
5101,339.0
5102,343.0
5103,341.0
5104,340.0
5105,339.0
5106,345.0
5107,359.0
5108,379.0
5109,401.0
5110,404.0
5111,391.0
5112,380.0
5113,382.0
5114,388.0
5115,401.0
5116,410.0
5117,422.0
5118,445.0
5119,475.0
5120,493.0
5121,468.0
5122,380.0
5123,299.0
5124,315.0
5125,358.0
5126,372.0
5127,368.0
5128,370.0
5129,369.0
5130,331.0
5131,280.0
5132,265.0
5133,280.0
5134,336.0
5135,389.0
5136,402.0
5137,402.0
5138,405.0
5139,410.0
5140,430.0
5141,458.0
5142,473.0
5143,479.0
5144,467.0
5145,440.0
5146,412.0
5147,386.0
5148,360.0
5149,329.0
5150,295.0
5151,272.0
5152,203.0
5153,23.0
5154,0.0
5155,0.0
5156,0.0
5157,0.0
5158,0.0
5159,56.0
5160,141.0
5161,209.0
5162,254.0
5163,292.0
5164,316.0
5165,340.0
5166,358.0
5167,366.0
5168,371.0
5169,378.0
5170,383.0
5171,387.0
5172,389.0
5173,391.0
5174,386.0
5175,375.0
5176,364.0
5177,357.0
5178,357.0
5179,361.0
5180,365.0
5181,369.0
5182,374.0
5183,377.0
5184,380.0
5185,382.0
5186,384.0
5187,385.0
5188,386.0
5189,386.0
5190,387.0
5191,393.0
5192,394.0
5193,464.0
5194,662.0
5195,662.0
5196,660.0
5197,588.0
5198,485.0
5199,386.0
5200,308.0
5201,294.0
5202,296.0
5203,296.0
5204,296.0
5205,296.0
5206,296.0
5207,288.0
5208,255.0
5209,235.0
5210,228.0
5211,220.0
5212,215.0
5213,221.0
5214,238.0
5215,260.0
5216,288.0
5217,320.0
5218,410.0
5219,566.0
5220,662.0
5221,662.0
5222,662.0
5223,640.0
5224,591.0
5225,539.0
5226,487.0
5227,431.0
5228,375.0
5229,325.0
5230,277.0
5231,230.0
5232,172.0
5233,128.0
5234,99.0
5235,96.0
5236,104.0
5237,113.0
5238,134.0
5239,173.0
5240,202.0
5241,215.0
5242,229.0
5243,246.0
5244,257.0
5245,276.0
5246,302.0
5247,316.0
5248,341.0
5249,363.0
5250,378.0
5251,378.0
5252,369.0
5253,354.0
5254,341.0
5255,334.0
5256,329.0
5257,328.0
5258,332.0
5259,347.0
5260,359.0
5261,360.0
5262,357.0
5263,353.0
5264,351.0
5265,349.0
5266,349.0
5267,346.0
5268,346.0
5269,347.0
5270,347.0
5271,347.0
5272,346.0
5273,345.0
5274,344.0
5275,344.0
5276,346.0
5277,354.0
5278,361.0
5279,361.0
5280,356.0
5281,352.0
5282,349.0
5283,347.0
5284,346.0
5285,344.0
5286,343.0
5287,339.0
5288,338.0
5289,338.0
5290,337.0
5291,338.0
5292,338.0
5293,338.0
5294,338.0
5295,339.0
5296,339.0
5297,341.0
5298,349.0
5299,354.0
5300,352.0
5301,347.0
5302,343.0
5303,343.0
5304,342.0
5305,339.0
5306,337.0
5307,336.0
5308,335.0
5309,335.0
5310,336.0
5311,337.0
5312,337.0
5313,336.0
5314,336.0
5315,336.0
5316,336.0
5317,336.0
5318,336.0
5319,338.0
5320,344.0
5321,350.0
5322,349.0
5323,345.0
5324,342.0
5325,340.0
5326,340.0
5327,340.0
5328,339.0
5329,337.0
5330,336.0
5331,335.0
5332,336.0
5333,336.0
5334,335.0
5335,337.0
5336,337.0
5337,337.0
5338,338.0
5339,338.0
5340,337.0
5341,336.0
5342,341.0
5343,347.0
5344,347.0
5345,343.0
5346,339.0
5347,338.0
5348,338.0
5349,339.0
5350,338.0
5351,337.0
5352,336.0
5353,336.0
5354,336.0
5355,336.0
5356,336.0
5357,337.0
5358,336.0
5359,336.0
5360,336.0
5361,336.0
5362,337.0
5363,338.0
5364,341.0
5365,346.0
5366,347.0
5367,344.0
5368,341.0
5369,340.0
5370,339.0
5371,338.0
5372,337.0
5373,336.0
5374,337.0
5375,337.0
5376,337.0
5377,336.0
5378,337.0
5379,337.0
5380,337.0
5381,337.0
5382,337.0
5383,337.0
5384,338.0
5385,338.0
5386,338.0
5387,341.0
5388,346.0
5389,345.0
5390,341.0
5391,340.0
5392,339.0
5393,338.0
5394,338.0
5395,338.0
5396,338.0
5397,338.0
5398,337.0
5399,337.0
5400,336.0
5401,336.0
5402,337.0
5403,336.0
5404,336.0
5405,337.0
5406,337.0
5407,336.0
5408,337.0
5409,340.0
5410,345.0
5411,344.0
5412,342.0
5413,341.0
5414,340.0
5415,341.0
5416,343.0
5417,343.0
5418,341.0
5419,341.0
5420,339.0
5421,337.0
5422,335.0
5423,334.0
5424,334.0
5425,333.0
5426,332.0
5427,331.0
5428,331.0
5429,329.0
5430,332.0
5431,340.0
5432,343.0
5433,341.0
5434,340.0
5435,339.0
5436,338.0
5437,337.0
5438,337.0
5439,336.0
5440,337.0
5441,339.0
5442,343.0
5443,345.0
5444,347.0
5445,349.0
5446,353.0
5447,358.0
5448,368.0
5449,391.0
5450,443.0
5451,507.0
5452,562.0
5453,595.0
5454,599.0
5455,580.0
5456,551.0
5457,521.0
5458,488.0
5459,453.0
5460,414.0
5461,371.0
5462,324.0
5463,288.0
5464,285.0
5465,280.0
5466,271.0
5467,264.0
5468,259.0
5469,255.0
5470,255.0
5471,255.0
5472,257.0
5473,259.0
5474,262.0
5475,265.0
5476,267.0
5477,270.0
5478,273.0
5479,274.0
5480,276.0
5481,279.0
5482,283.0
5483,288.0
5484,292.0
5485,295.0
5486,296.0
5487,296.0
5488,297.0
5489,296.0
5490,296.0
5491,296.0
5492,297.0
5493,296.0
5494,297.0
5495,299.0
5496,303.0
5497,308.0
5498,314.0
5499,318.0
5500,322.0
5501,325.0
5502,327.0
5503,329.0
5504,331.0
5505,333.0
5506,334.0
5507,338.0
5508,342.0
5509,343.0
5510,342.0
5511,340.0
5512,340.0
5513,341.0
5514,340.0
5515,339.0
5516,339.0
5517,339.0
5518,341.0
5519,341.0
5520,341.0
5521,342.0
5522,341.0
5523,340.0
5524,341.0
5525,342.0
5526,341.0
5527,339.0
5528,338.0
5529,338.0
5530,341.0
5531,345.0
5532,345.0
5533,343.0
5534,340.0
5535,339.0
5536,339.0
5537,339.0
5538,338.0
5539,338.0
5540,338.0
5541,337.0
5542,337.0
5543,337.0
5544,339.0
5545,338.0
5546,338.0
5547,338.0
5548,339.0
5549,339.0
5550,338.0
5551,337.0
5552,337.0
5553,339.0
5554,342.0
5555,343.0
5556,340.0
5557,338.0
5558,337.0
5559,337.0
5560,337.0
5561,336.0
5562,336.0
5563,336.0
5564,335.0
5565,336.0
5566,336.0
5567,337.0
5568,337.0
5569,336.0
5570,337.0
5571,338.0
5572,338.0
5573,337.0
5574,339.0
5575,343.0
5576,343.0
5577,342.0
5578,340.0
5579,341.0
5580,339.0
5581,338.0
5582,339.0
5583,338.0
5584,338.0
5585,338.0
5586,338.0
5587,338.0
5588,338.0
5589,338.0
5590,338.0
5591,338.0
5592,337.0
5593,337.0
5594,337.0
5595,337.0
5596,341.0
5597,343.0
5598,340.0
5599,339.0
5600,338.0
5601,337.0
5602,337.0
5603,337.0
5604,337.0
5605,337.0
5606,338.0
5607,337.0
5608,337.0
5609,337.0
5610,337.0
5611,338.0
5612,338.0
5613,338.0
5614,338.0
5615,339.0
5616,338.0
5617,338.0
5618,343.0
5619,344.0
5620,343.0
5621,341.0
5622,339.0
5623,340.0
5624,339.0
5625,339.0
5626,337.0
5627,337.0
5628,337.0
5629,337.0
5630,337.0
5631,337.0
5632,337.0
5633,337.0
5634,337.0
5635,337.0
5636,338.0
5637,337.0
5638,337.0
5639,338.0
5640,339.0
5641,340.0
5642,339.0
5643,337.0
5644,336.0
5645,336.0
5646,336.0
5647,337.0
5648,336.0
5649,337.0
5650,337.0
5651,337.0
5652,337.0
5653,337.0
5654,336.0
5655,337.0
5656,337.0
5657,339.0
5658,342.0
5659,345.0
5660,344.0
5661,354.0
5662,368.0
5663,376.0
5664,368.0
5665,354.0
5666,329.0
5667,317.0
5668,318.0
5669,320.0
5670,322.0
5671,324.0
5672,325.0
5673,326.0
5674,328.0
5675,330.0
5676,338.0
5677,367.0
5678,397.0
5679,395.0
5680,331.0
5681,325.0
5682,385.0
5683,394.0
5684,355.0
5685,380.0
5686,375.0
5687,332.0
5688,350.0
5689,355.0
5690,365.0
5691,362.0
5692,336.0
5693,346.0
5694,348.0
5695,335.0
5696,334.0
5697,326.0
5698,310.0
5699,299.0
5700,281.0
5701,251.0
5702,260.0
5703,278.0
5704,296.0
5705,294.0
5706,275.0
5707,259.0
5708,255.0
5709,254.0
5710,239.0
5711,262.0
5712,329.0
5713,348.0
5714,359.0
5715,371.0
5716,383.0
5717,380.0
5718,363.0
5719,351.0
5720,352.0
5721,356.0
5722,355.0
5723,365.0
5724,380.0
5725,386.0
5726,382.0
5727,376.0
5728,370.0
5729,365.0
5730,361.0
5731,357.0
5732,354.0
5733,350.0
5734,347.0
5735,346.0
5736,345.0
5737,343.0
5738,343.0
5739,345.0
5740,343.0
5741,340.0
5742,337.0
5743,337.0
5744,337.0
5745,338.0
5746,337.0
5747,336.0
5748,336.0
5749,335.0
5750,335.0
5751,333.0
5752,333.0
5753,334.0
5754,335.0
5755,343.0
5756,348.0
5757,347.0
5758,344.0
5759,341.0
5760,338.0
5761,337.0
5762,335.0
5763,334.0
5764,333.0
5765,335.0
5766,335.0
5767,335.0
5768,335.0
5769,335.0
5770,335.0
5771,334.0
5772,339.0
5773,345.0
5774,347.0
5775,344.0
5776,342.0
5777,340.0
5778,338.0
5779,338.0
5780,336.0
5781,333.0
5782,332.0
5783,331.0
5784,330.0
5785,329.0
5786,329.0
5787,330.0
5788,332.0
5789,334.0
5790,339.0
5791,348.0
5792,352.0
5793,350.0
5794,345.0
5795,342.0
5796,340.0
5797,340.0
5798,339.0
5799,337.0
5800,336.0
5801,335.0
5802,334.0
5803,335.0
5804,336.0
5805,337.0
5806,338.0
5807,338.0
5808,338.0
5809,343.0
5810,348.0
5811,347.0
5812,342.0
5813,339.0
5814,338.0
5815,336.0
5816,336.0
5817,334.0
5818,333.0
5819,334.0
5820,334.0
5821,334.0
5822,334.0
5823,335.0
5824,335.0
5825,337.0
5826,347.0
5827,356.0
5828,355.0
5829,351.0
5830,347.0
5831,345.0
5832,343.0
5833,340.0
5834,337.0
5835,335.0
5836,333.0
5837,331.0
5838,329.0
5839,329.0
5840,329.0
5841,331.0
5842,335.0
5843,340.0
5844,352.0
5845,355.0
5846,351.0
5847,346.0
5848,342.0
5849,341.0
5850,340.0
5851,338.0
5852,336.0
5853,335.0
5854,334.0
5855,333.0
5856,333.0
5857,332.0
5858,333.0
5859,334.0
5860,335.0
5861,341.0
5862,351.0
5863,352.0
5864,348.0
5865,342.0
5866,339.0
5867,337.0
5868,336.0
5869,333.0
5870,332.0
5871,331.0
5872,331.0
5873,332.0
5874,334.0
5875,336.0
5876,341.0
5877,345.0
5878,348.0
5879,352.0
5880,362.0
5881,372.0
5882,371.0
5883,366.0
5884,359.0
5885,355.0
5886,352.0
5887,347.0
5888,342.0
5889,339.0
5890,335.0
5891,332.0
5892,330.0
5893,328.0
5894,327.0
5895,327.0
5896,327.0
5897,327.0
5898,327.0
5899,330.0
5900,337.0
5901,338.0
5902,334.0
5903,330.0
5904,329.0
5905,329.0
5906,328.0
5907,329.0
5908,329.0
5909,328.0
5910,328.0
5911,328.0
5912,328.0
5913,328.0
5914,328.0
5915,330.0
5916,330.0
5917,330.0
5918,332.0
5919,338.0
5920,339.0
5921,336.0
5922,335.0
5923,335.0
5924,336.0
5925,335.0
5926,335.0
5927,335.0
5928,335.0
5929,335.0
5930,336.0
5931,336.0
5932,336.0
5933,336.0
5934,337.0
5935,338.0
5936,337.0
5937,341.0
5938,344.0
5939,342.0
5940,340.0
5941,338.0
5942,337.0
5943,338.0
5944,338.0
5945,337.0
5946,337.0
5947,336.0
5948,336.0
5949,337.0
5950,337.0
5951,338.0
5952,338.0
5953,337.0
5954,338.0
5955,341.0
5956,343.0
5957,341.0
5958,338.0
5959,337.0
5960,338.0
5961,338.0
5962,338.0
5963,338.0
5964,339.0
5965,339.0
5966,339.0
5967,339.0
5968,339.0
5969,338.0
5970,338.0
5971,336.0
5972,338.0
5973,343.0
5974,343.0
5975,340.0
5976,338.0
5977,339.0
5978,339.0
5979,340.0
5980,339.0
5981,339.0
5982,338.0
5983,338.0
5984,337.0
5985,337.0
5986,338.0
5987,338.0
5988,337.0
5989,340.0
5990,343.0
5991,341.0
5992,339.0
5993,337.0
5994,337.0
5995,338.0
5996,338.0
5997,337.0
5998,336.0
5999,336.0
6000,336.0
6001,336.0
6002,337.0
6003,339.0
6004,339.0
6005,342.0
6006,347.0
6007,347.0
6008,344.0
6009,341.0
6010,338.0
6011,336.0
6012,335.0
6013,334.0
6014,334.0
6015,335.0
6016,337.0
6017,337.0
6018,337.0
6019,337.0
6020,337.0
6021,340.0
6022,347.0
6023,348.0
6024,345.0
6025,342.0
6026,340.0
6027,339.0
6028,337.0
6029,336.0
6030,336.0
6031,336.0
6032,336.0
6033,336.0
6034,336.0
6035,337.0
6036,337.0
6037,338.0
6038,337.0
6039,337.0
6040,340.0
6041,347.0
6042,348.0
6043,345.0
6044,341.0
6045,340.0
6046,340.0
6047,339.0
6048,337.0
6049,336.0
6050,334.0
6051,333.0
6052,332.0
6053,332.0
6054,333.0
6055,332.0
6056,332.0
6057,333.0
6058,335.0
6059,338.0
6060,336.0
6061,334.0
6062,333.0
6063,337.0
6064,339.0
6065,338.0
6066,336.0
6067,336.0
6068,338.0
6069,340.0
6070,340.0
6071,339.0
6072,338.0
6073,339.0
6074,338.0
6075,338.0
6076,339.0
6077,340.0
6078,339.0
6079,338.0
6080,338.0
6081,337.0
6082,341.0
6083,347.0
6084,349.0
6085,347.0
6086,345.0
6087,344.0
6088,343.0
6089,340.0
6090,338.0
6091,336.0
6092,335.0
6093,334.0
6094,334.0
6095,336.0
6096,338.0
6097,338.0
6098,338.0
6099,336.0
6100,336.0
6101,334.0
6102,336.0
6103,343.0
6104,348.0
6105,346.0
6106,343.0
6107,341.0
6108,338.0
6109,337.0
6110,337.0
6111,337.0
6112,337.0
6113,337.0
6114,336.0
6115,335.0
6116,335.0
6117,337.0
6118,339.0
6119,341.0
6120,342.0
6121,342.0
6122,341.0
6123,340.0
6124,342.0
6125,347.0
6126,346.0
6127,340.0
6128,336.0
6129,334.0
6130,334.0
6131,335.0
6132,335.0
6133,333.0
6134,333.0
6135,335.0
6136,337.0
6137,341.0
6138,342.0
6139,339.0
6140,336.0
6141,333.0
6142,332.0
6143,337.0
6144,345.0
6145,348.0
6146,348.0
6147,346.0
6148,345.0
6149,345.0
6150,346.0
6151,345.0
6152,344.0
6153,343.0
6154,342.0
6155,341.0
6156,339.0
6157,338.0
6158,337.0
6159,336.0
6160,338.0
6161,346.0
6162,347.0
6163,344.0
6164,340.0
6165,337.0
6166,336.0
6167,335.0
6168,334.0
6169,333.0
6170,332.0
6171,331.0
6172,331.0
6173,332.0
6174,333.0
6175,333.0
6176,334.0
6177,336.0
6178,344.0
6179,350.0
6180,350.0
6181,346.0
6182,342.0
6183,340.0
6184,339.0
6185,337.0
6186,335.0
6187,333.0
6188,333.0
6189,332.0
6190,332.0
6191,333.0
6192,334.0
6193,334.0
6194,335.0
6195,335.0
6196,336.0
6197,342.0
6198,351.0
6199,352.0
6200,348.0
6201,343.0
6202,341.0
6203,341.0
6204,339.0
6205,337.0
6206,336.0
6207,335.0
6208,334.0
6209,332.0
6210,331.0
6211,330.0
6212,330.0
6213,331.0
6214,331.0
6215,332.0
6216,336.0
6217,345.0
6218,350.0
6219,348.0
6220,343.0
6221,340.0
6222,339.0
6223,338.0
6224,336.0
6225,339.0
6226,352.0
6227,356.0
6228,343.0
6229,339.0
6230,333.0
6231,325.0
6232,325.0
6233,328.0
6234,330.0
6235,331.0
6236,333.0
6237,343.0
6238,351.0
6239,352.0
6240,362.0
6241,376.0
6242,421.0
6243,523.0
6244,532.0
6245,526.0
6246,511.0
6247,474.0
6248,417.0
6249,347.0
6250,295.0
6251,283.0
6252,264.0
6253,231.0
6254,172.0
6255,102.0
6256,113.0
6257,208.0
6258,292.0
6259,318.0
6260,307.0
6261,296.0
6262,296.0
6263,296.0
6264,297.0
6265,302.0
6266,310.0
6267,314.0
6268,318.0
6269,321.0
6270,325.0
6271,331.0
6272,337.0
6273,340.0
6274,343.0
6275,346.0
6276,348.0
6277,348.0
6278,349.0
6279,351.0
6280,357.0
6281,363.0
6282,362.0
6283,358.0
6284,354.0
6285,352.0
6286,351.0
6287,350.0
6288,348.0
6289,346.0
6290,345.0
6291,343.0
6292,341.0
6293,340.0
6294,340.0
6295,340.0
6296,339.0
6297,339.0
6298,339.0
6299,342.0
6300,349.0
6301,353.0
6302,350.0
6303,348.0
6304,346.0
6305,345.0
6306,344.0
6307,342.0
6308,340.0
6309,339.0
6310,338.0
6311,337.0
6312,337.0
6313,337.0
6314,337.0
6315,337.0
6316,337.0
6317,336.0
6318,336.0
6319,341.0
6320,346.0
6321,345.0
6322,341.0
6323,340.0
6324,339.0
6325,338.0
6326,337.0
6327,337.0
6328,337.0
6329,337.0
6330,337.0
6331,337.0
6332,336.0
6333,336.0
6334,336.0
6335,338.0
6336,338.0
6337,338.0
6338,338.0
6339,340.0
6340,347.0
6341,347.0
6342,344.0
6343,340.0
6344,339.0
6345,339.0
6346,339.0
6347,338.0
6348,338.0
6349,337.0
6350,336.0
6351,336.0
6352,336.0
6353,336.0
6354,336.0
6355,336.0
6356,336.0
6357,335.0
6358,339.0
6359,342.0
6360,340.0
6361,337.0
6362,336.0
6363,335.0
6364,336.0
6365,335.0
6366,335.0
6367,336.0
6368,337.0
6369,337.0
6370,337.0
6371,337.0
6372,337.0
6373,337.0
6374,337.0
6375,339.0
6376,346.0
6377,350.0
6378,347.0
6379,343.0
6380,341.0
6381,341.0
6382,340.0
6383,337.0
6384,337.0
6385,337.0
6386,337.0
6387,336.0
6388,335.0
6389,334.0
6390,335.0
6391,336.0
6392,336.0
6393,337.0
6394,344.0
6395,353.0
6396,352.0
6397,346.0
6398,342.0
6399,340.0
6400,339.0
6401,337.0
6402,337.0
6403,336.0
6404,336.0
6405,337.0
6406,335.0
6407,335.0
6408,336.0
6409,335.0
6410,335.0
6411,336.0
6412,337.0
6413,337.0
6414,340.0
6415,348.0
6416,349.0
6417,345.0
6418,341.0
6419,339.0
6420,339.0
6421,339.0
6422,337.0
6423,336.0
6424,335.0
6425,333.0
6426,333.0
6427,334.0
6428,333.0
6429,332.0
6430,332.0
6431,332.0
6432,332.0
6433,336.0
6434,350.0
6435,370.0
6436,388.0
6437,393.0
6438,382.0
6439,365.0
6440,352.0
6441,343.0
6442,335.0
6443,328.0
6444,323.0
6445,318.0
6446,314.0
6447,312.0
6448,317.0
6449,328.0
6450,347.0
6451,364.0
6452,366.0
6453,338.0
6454,316.0
6455,330.0
6456,357.0
6457,363.0
6458,345.0
6459,334.0
6460,338.0
6461,342.0
6462,347.0
6463,357.0
6464,357.0
6465,337.0
6466,325.0
6467,332.0
6468,337.0
6469,326.0
6470,308.0
6471,294.0
6472,295.0
6473,296.0
6474,296.0
6475,301.0
6476,307.0
6477,307.0
6478,306.0
6479,303.0
6480,296.0
6481,295.0
6482,289.0
6483,281.0
6484,290.0
6485,315.0
6486,350.0
6487,391.0
6488,425.0
6489,447.0
6490,454.0
6491,452.0
6492,443.0
6493,432.0
6494,419.0
6495,396.0
6496,329.0
6497,264.0
6498,239.0
6499,225.0
6500,231.0
6501,253.0
6502,283.0
6503,300.0
6504,298.0
6505,306.0
6506,317.0
6507,325.0
6508,339.0
6509,353.0
6510,356.0
6511,358.0
6512,360.0
6513,368.0
6514,373.0
6515,375.0
6516,380.0
6517,388.0
6518,401.0
6519,403.0
6520,399.0
6521,398.0
6522,402.0
6523,402.0
6524,391.0
6525,374.0
6526,359.0
6527,348.0
6528,342.0
6529,338.0
6530,330.0
6531,324.0
6532,322.0
6533,322.0
6534,323.0
6535,311.0
6536,278.0
6537,278.0
6538,278.0
6539,284.0
6540,280.0
6541,243.0
6542,176.0
6543,78.0
6544,0.0
6545,0.0
6546,0.0
6547,0.0
6548,0.0
6549,3.0
6550,53.0
6551,142.0
6552,202.0
6553,246.0
6554,250.0
6555,243.0
6556,238.0
6557,269.0
6558,360.0
6559,505.0
6560,656.0
6561,662.0
6562,662.0
6563,662.0
6564,657.0
6565,617.0
6566,551.0
6567,487.0
6568,446.0
6569,421.0
6570,401.0
6571,378.0
6572,366.0
6573,362.0
6574,359.0
6575,356.0
6576,350.0
6577,349.0
6578,352.0
6579,356.0
6580,355.0
6581,351.0
6582,348.0
6583,358.0
6584,373.0
6585,379.0
6586,378.0
6587,396.0
6588,405.0
6589,399.0
6590,377.0
6591,354.0
6592,335.0
6593,311.0
6594,293.0
6595,301.0
6596,316.0
6597,336.0
6598,358.0
6599,373.0
6600,392.0
6601,398.0
6602,397.0
6603,390.0
6604,366.0
6605,341.0
6606,321.0
6607,307.0
6608,296.0
6609,296.0
6610,296.0
6611,296.0
6612,296.0
6613,299.0
6614,306.0
6615,315.0
6616,328.0
6617,337.0
6618,346.0
6619,355.0
6620,366.0
6621,376.0
6622,384.0
6623,385.0
6624,384.0
6625,383.0
6626,383.0
6627,384.0
6628,383.0
6629,382.0
6630,380.0
6631,378.0
6632,375.0
6633,372.0
6634,369.0
6635,363.0
6636,357.0
6637,352.0
6638,350.0
6639,352.0
6640,352.0
6641,356.0
6642,369.0
6643,388.0
6644,380.0
6645,358.0
6646,342.0
6647,338.0
6648,340.0
6649,342.0
6650,342.0
6651,344.0
6652,345.0
6653,349.0
6654,349.0
6655,350.0
6656,351.0
6657,351.0
6658,352.0
6659,356.0
6660,363.0
6661,367.0
6662,367.0
6663,366.0
6664,364.0
6665,363.0
